id,authority,title,description,app_type,application_type,development_type,app_size,app_state,decision,start_date,decided_date,last_changed,address,postcode,lat,lng,link,status_class,site_area_ha
Mansfield/2025/0596/PNSRE,Mansfield,PRIOR NOTIFICATION FOR ROOF MOUNTED SOLAR PANELS,PRIOR NOTIFICATION FOR ROOF MOUNTED SOLAR PANELS,Outline,,,Small,Undecided,,2025-10-06,None,2025-10-14T08:11:38.30622,The Samworth Church Academy Sherwood Hall Road Mansfield Nottinghamshire NG18 2DY,NG18 2DY,,,https://www.planit.org.uk/planapplic/Mansfield/2025/0596/PNSRE/,Pending,
WestBerkshire/25/02288/COND,West Berkshire,Approval of details reserved by Condition (5) Joinery of planning permission 23/01994/FUL: Change of use from Sui Generis (pub) to C3 Dwe...,Approval of details reserved by Condition (5) Joinery of planning permission 23/01994/FUL: Change of use from Sui Generis (pub) to C3 Dwelling House together with rear extension. Installation of Solar Array,Conditions,,,Small,Undecided,,2025-10-06,None,2025-10-10T08:50:30.517147,Three Horseshoes Brimpton Lane Brimpton Reading RG7 4TL,RG7 4TL,,,https://www.planit.org.uk/planapplic/WestBerkshire/25/02288/COND/,Pending,
Stafford/25/41242/POTH,Stafford,Prior Approval - Proposed roof mounted solar panels,Prior Approval - Proposed roof mounted solar panels,None,,,None,Undecided,,2025-10-06,None,2025-10-14T08:30:02.864139,Stafford Manor High School Rising Brook Stafford Staffordshire ST17 9DJ,ST17 9DJ,,,https://www.planit.org.uk/planapplic/Stafford/25/41242/POTH/,Pending,
EastLindsey/03408/25/ESR,East Lindsey,Environmental Impact Assessment (E.E.C. Directive 85/337/E.E.C. as amended by Council Directive 97/11E.C.) for a screening opinion with r...,Environmental Impact Assessment (E.E.C. Directive 85/337/E.E.C. as amended by Council Directive 97/11E.C.) for a screening opinion with respect to the installation of ground mounted free standing solar array.,Outline,,,Medium,Permitted,Not required,2025-10-06,2025-10-10,2025-10-14T07:56:26.175278,The Old Vicarage Dalby Road Skendleby Lincolnshire PE23 4QA,PE23 4QA,,,https://www.planit.org.uk/planapplic/EastLindsey/03408/25/ESR/,Pending,4.0
Trafford/117449/PRJ/25,Trafford,Application for installation of a 168 roof mounted solar panel array to provide 66.6kWp power generation (determination as to whether pri...,Application for installation of a 168 roof mounted solar panel array to provide 66.6kWp power generation (determination as to whether prior approval is required under Schedule 2 Part 14 Class J of the Town and Country Planning (General Permitted Development) Order 2015).,Outline,,,Small,Undecided,,2025-10-06,None,2025-10-11T13:37:31.058462,Altrincham Grammar School For Girls Cavendish Road Altrincham WA14 2NL,WA14 2NL,,,https://www.planit.org.uk/planapplic/Trafford/117449/PRJ/25/,Pending,5.0
NorthNorfolk/CD/25/2215,North Norfolk,Discharge of Conditions 4 (Soft Landscape Scheme) & 7 (Joinery details Entrance Door only) of Planning Permission PF/24/1123 (Erection of...,Discharge of Conditions 4 (Soft Landscape Scheme) & 7 (Joinery details Entrance Door only) of Planning Permission PF/24/1123 (Erection of single storey side extension; alterations to fenestration; addition of 10no. dormer windows to replace rooflights; addition of solar panels; creation of pool to rear and alterations to landscaping/parking),Conditions,,,Small,Undecided,,2025-10-06,None,2025-10-14T08:16:18.173548,Youth Hostel Church Plain Wells-next-the-sea Norfolk,None,,,https://www.planit.org.uk/planapplic/NorthNorfolk/CD/25/2215/,Pending,
Waverley/WA/2025/01965,Waverley,Construction of single storey retail pod and roof solar panels.,Construction of single storey retail pod and roof solar panels.,Full,,,Small,Undecided,PENDING,2025-10-06,None,2025-10-13T08:45:22.815296,"Sainsburys, Water Lane, Farnham, Surrey, GU9 9NJ",GU9 9NJ,,,https://www.planit.org.uk/planapplic/Waverley/WA/2025/01965/,Pending,9.0
Darlington/25/01073/PA,Darlington,Prior approval application for the installation of roof mounted solar photovoltaic panels,Prior approval application for the installation of roof mounted solar photovoltaic panels,Outline,,,Small,Undecided,,2025-10-06,None,2025-10-14T07:53:23.230392,Wyvern Academy Eggleston View Darlington DL3 9SH,DL3 9SH,,,https://www.planit.org.uk/planapplic/Darlington/25/01073/PA/,Pending,3.0
Barnet/25/4042/HSE,Barnet,"Single storey rear infill extension with 4no. rooflights. Roof extension involving hip to gable with rear dormer windows, 3no. rear facin...","Single storey rear infill extension with 4no. rooflights. Roof extension involving hip to gable with rear dormer windows, 3no. rear facing rooflights. Installation of 5 no. solar panels on main roof. Replacement of existing windows. Re-roofing of existing conservatory. Partial garage conversion into utility room/garage /store",Full,,,Small,Undecided,,2025-10-06,None,2025-10-10T07:32:53.20402,52 Galley Lane Barnet EN5 4AL,EN5 4AL,,,https://www.planit.org.uk/planapplic/Barnet/25/4042/HSE/,Pending,1.0
WelwynHatfield/6/2025/2129/EM,Welwyn Hatfield,"Installation of a solar PV array on the first-floor flat roof, consisting of a standard flat roof mounting system (VanDerValk) with 12 pa...","Installation of a solar PV array on the first-floor flat roof, consisting of a standard flat roof mounting system (VanDerValk) with 12 panels arranged in a mostly rectangular form",None,,,None,Undecided,,2025-10-06,None,2025-10-14T08:38:22.4768,1 Fern Grove Welwyn Garden City AL8 7ND,AL8 7ND,,,https://www.planit.org.uk/planapplic/WelwynHatfield/6/2025/2129/EM/,Pending,6.0
Leicester/20251613,Leicester,Notification of installation of solar panels to roof of building (Class F1),Notification of installation of solar panels to roof of building (Class F1),None,,,Small,Undecided,,2025-10-06,None,2025-10-14T08:09:50.369562,"17 Colin Grundy Drive, Gateway College",None,,,https://www.planit.org.uk/planapplic/Leicester/20251613/,Pending,
Medway/MC/25/2002,Medway,Conversion of existing garage with roof extension; single storey extension to side and rear; solar pv array panels and rooflights; constr...,Conversion of existing garage with roof extension; single storey extension to side and rear; solar pv array panels and rooflights; construction of dormer to rear and construction of outbuilding.,Full,,,Small,None,,2025-10-06,None,2025-10-14T08:11:46.552349,5 Cross Way Rochester Medway ME1 3DX,ME1 3DX,,,https://www.planit.org.uk/planapplic/Medway/MC/25/2002/,Pending,
Exeter/25/1382/DIS,Exeter,"Discharge conditions 3 (Drainage Details for new car park and landscaped garden), 4 (Drainage Details for ground mounted PV site), 6 (CEM...","Discharge conditions 3 (Drainage Details for new car park and landscaped garden), 4 (Drainage Details for ground mounted PV site), 6 (CEMP), 7 (Construction Method Statement) and 8 (Arboricultural Method Statement) of planning permission 23/1223/FUL - Relocation and replacement of existing surface carpark to include solar charging canopies, landscaping enhancements to provide ancillary facilities to Oxygen House, including external pod meeting room, and provision of a solar photovoltaic array.",Conditions,,,Small,Undecided,,2025-10-06,None,2025-10-14T07:58:22.644525,Land To The South Of Oxygen House And North Of Emperor House Grenadier Road Exeter,None,,,https://www.planit.org.uk/planapplic/Exeter/25/1382/DIS/,Pending,
Leeds/25/05760/CLE,Leeds,Certificate of Existing Lawful Development for 8 solar panels installed on the main roof of the house.,Certificate of Existing Lawful Development for 8 solar panels installed on the main roof of the house.,Amendment,,,Small,Undecided,,2025-10-06,None,2025-10-14T08:09:41.303313,14 Avenue Victoria Gledhow Leeds LS8 1JE,LS8 1JE,,,https://www.planit.org.uk/planapplic/Leeds/25/05760/CLE/,Pending,26.0
Melton/25/01047/GDOPV,Melton,Proposed roof mounted solar panels,Proposed roof mounted solar panels,Outline,,,Small,None,,2025-10-05,None,2025-10-14T08:11:52.793324,Melton Vale Post 16 Centre Burton Road Melton Mowbray Leicestershire LE13 1DN,LE13 1DN,,,https://www.planit.org.uk/planapplic/Melton/25/01047/GDOPV/,Pending,
DorsetCouncil/P/PAEL/2025/05894,Dorset,Installation of 1.no EE 10kVA diesel emergency backup generator and development ancillary thereto. (It is important to reiterate that the...,Installation of 1.no EE 10kVA diesel emergency backup generator and development ancillary thereto. (It is important to reiterate that the generator will only be deployed in an emergency situation lasting longer than the battery backup system already in place and in order to ensure ESN coverage during that time of emergency after which it will be switched off again.),Outline,,,Small,Undecided,,2025-10-03,None,2025-10-14T07:54:59.376747,"North Farm, Eastbury Farm, Tarrant Gunville, Dorset, DT11 8JQ",DT11 8JQ,,,https://www.planit.org.uk/planapplic/DorsetCouncil/P/PAEL/2025/05894/,Pending,10.0
Rutland/2025/1257/DIS,Rutland,Discharge of Condition 7 (Noise Impact assessment) of Planning Application 2024/0300/MAF - Full Planning Application for the installation...,"Discharge of Condition 7 (Noise Impact assessment) of Planning Application 2024/0300/MAF - Full Planning Application for the installation and operation of a solar farm together with all associated works, equipment, necessary infrastructure and biodiversity enhancement areas.",Conditions,,,Small,Undecided,,2025-10-03,None,2025-10-14T08:22:40.400337,Land To The South Of Pilton Village Luffenham Lane Pilton Rutland,None,,,https://www.planit.org.uk/planapplic/Rutland/2025/1257/DIS/,Pending,
Basildon/25/01326/FULL,Basildon,"Demolition of existing garage and associated outbuildings and proposed construction of two new dwellings with rooms in roof, including si...","Demolition of existing garage and associated outbuildings and proposed construction of two new dwellings with rooms in roof, including side dormers, solar panels and the re-alignment of gardens to number 6 & 8 Thynne Road.",Full,,,Small,Undecided,,2025-10-03,None,2025-10-14T07:32:52.102368,6 Thynne Road Billericay Essex CM11 2HH,CM11 2HH,,,https://www.planit.org.uk/planapplic/Basildon/25/01326/FULL/,Pending,
Basingstoke/T/00503/25/TCA,Basingstoke,Four Norway Spruce identified as T1-T4 on the Plan. Reduce height from approx 15.5m to 8m. The proposed work is to reduce the risk of the...,Four Norway Spruce identified as T1-T4 on the Plan. Reduce height from approx 15.5m to 8m. The proposed work is to reduce the risk of the trees falling on Lark Hill or 1 Ibworth Lane and to reduce shading on Lark Hill solar panels on East facing roof.,Trees,,,Small,Undecided,,2025-10-03,None,2025-10-14T07:33:02.794496,1 Ibworth Lane Hannington Hampshire RG26 5TY,RG26 5TY,,,https://www.planit.org.uk/planapplic/Basingstoke/T/00503/25/TCA/,Pending,26.0
FermanaghOmagh/LA10/2025/1007/F,Fermanagh and Omagh,"Proposed Battery Energy Storage System (BESS) facility (amendment to previously approved BESS LA10/2023/1605/F including access, substati...","Proposed Battery Energy Storage System (BESS) facility (amendment to previously approved BESS LA10/2023/1605/F including access, substation building, landscaping, lighting/CCTV columns, security fencing and ancillary development)",Full,,,Small,Undecided,,2025-10-03,None,2025-10-11T10:01:17.012862,Lands approximately 160m NW of No. 80 Doogary Rd Doogary Omagh BT79 0BJ,BT79 0BJ,,,https://www.planit.org.uk/planapplic/FermanaghOmagh/LA10/2025/1007/F/,Pending,
Cornwall/PA25/07475,Cornwall,"Non-material amendment in relation to decision notice PA23/09231 dated 10/01/2024, namely 1) Removing the chimney and replacing with a me...","Non-material amendment in relation to decision notice PA23/09231 dated 10/01/2024, namely 1) Removing the chimney and replacing with a metal flue. 2) Removing the apex rooflight and replacing with a rooflight on the southern slope. 3) Moving the solar array to the ground south of the dwelling.",Amendment,,,Small,Undecided,,2025-10-03,None,2025-10-09T07:46:59.429417,Tor View Farm Trethinna Hill Altarnun Launceston Cornwall PL15 7SY,PL15 7SY,,,https://www.planit.org.uk/planapplic/Cornwall/PA25/07475/,Pending,
NIP/EN010141,NSIP England,"East Park Energy. The installation of solar photovoltaic panels and electrical energy storage technology, and associated infrastructure f...","East Park Energy. The installation of solar photovoltaic panels and electrical energy storage technology, and associated infrastructure for connection to the national grid. The Scheme would be capable of generating and exporting more than 50 megawatts of renewable energy. Anticipated submission period September 2025",None,,,Large,None,,2025-10-03,None,2025-10-13T08:20:34.191453,Land between Hail Weston and Swineshead. With grid connection to the Eaton Socon sub-station.,None,,,https://www.planit.org.uk/planapplic/NIP/EN010141/,Pending,
NorthDevon/80885,North Devon,Variation of condition 2 (approved plans) & Condition 4 (tradeable retail floor space ) attached to planning permission 80269 (Change of ...,"Variation of condition 2 (approved plans) & Condition 4 (tradeable retail floor space ) attached to planning permission 80269 (Change of use from redundant education centre to 1 no. retail unit, including internal and external alterations, provision of solar panels and additional works (amended red line and departure)",Conditions,,,Small,Undecided,Pending,2025-10-03,None,2025-10-13T08:20:49.599947,Petroc Brannams Campus School Of Creative Industries Oakwood Close Roundswell EX31 3NJ,EX31 3NJ,,,https://www.planit.org.uk/planapplic/NorthDevon/80885/,Pending,
Bath/25/03842/CONSLT,Bath,"Consultation request for Bristol City Council application 25/12965/F (Use of land for access to solar farm, covering the construction and...","Consultation request for Bristol City Council application 25/12965/F (Use of land for access to solar farm, covering the construction and operation periods, and requiring trimming of hedge in visibility splay) at Land At Hill Farm Off East Dundry Road Bristol BS14 0BW.",Outline,,,Small,Undecided,,2025-10-03,None,2025-10-14T07:33:24.004626,"Planning Applications Outside BANES, Planning, Bath, Bath And North East Somerset,",None,,,https://www.planit.org.uk/planapplic/Bath/25/03842/CONSLT/,Pending,
Dacorum/25/02470/FUL,Dacorum,"Installation of roof-mounted solar panels, an external air source heat pump & battery storage to the Church Hall","Installation of roof-mounted solar panels, an external air source heat pump & battery storage to the Church Hall",Full,,,Small,Undecided,,2025-10-03,None,2025-10-14T07:53:16.306677,St Marys Hall High Street Hemel Hempstead Hertfordshire HP1 3AF,HP1 3AF,,,https://www.planit.org.uk/planapplic/Dacorum/25/02470/FUL/,Pending,5.0
Wiltshire/PL/2025/07976,Wiltshire,Installation of 10 Solar Panels on sloping natural slate roof covering 2 storey dwelling house,Installation of 10 Solar Panels on sloping natural slate roof covering 2 storey dwelling house,Full,,,Small,Undecided,,2025-10-03,None,2025-10-11T14:11:38.772461,"The Outpost, Little London, Broad Chalke, Salisbury, SP5 5HL",SP5 5HL,,,https://www.planit.org.uk/planapplic/Wiltshire/PL/2025/07976/,Pending,
Haringey/HGY/2025/2691,Haringey,"Lawful development: Alteration to windows and doors, garden storage, solar panels, replacement of existing front gate and air source heat...","Lawful development: Alteration to windows and doors, garden storage, solar panels, replacement of existing front gate and air source heat pump to existing semi-detached house",Outline,,,Small,Undecided,,2025-10-03,None,2025-10-09T08:04:08.81916,"40 Beech Drive, Hornsey, London, N2 9NY",N2 9NY,,,https://www.planit.org.uk/planapplic/Haringey/HGY/2025/2691/,Pending,
MalvernHills/M/25/01581/FUL,Malvern Hills,Proposed development of 60 plots. - (Variation of condition 2 of M/24/00481/FUL to omit solar panels),Proposed development of 60 plots. - (Variation of condition 2 of M/24/00481/FUL to omit solar panels),Full,,,Small,Undecided,Pending,2025-10-03,None,2025-10-14T08:11:17.071849,Land At (Os 8395 3981) Welland Road Upton Upon Severn,None,,,https://www.planit.org.uk/planapplic/MalvernHills/M/25/01581/FUL/,Pending,8.0
Winchester/25/02014/PNSOL,Winchester,Install Solar Panels to roofs of workshops (Amended Description),Install Solar Panels to roofs of workshops (Amended Description),Outline,,,Small,Undecided,,2025-10-03,None,2025-10-13T08:50:11.348303,Plot 5 Prospect Road Alresford Hampshire,None,,,https://www.planit.org.uk/planapplic/Winchester/25/02014/PNSOL/,Pending,5.0
Newport/25/0835,Newport,LAWFUL DEVELOPMENT CERTIFICATE FOR PROPOSED ERECTION OF ROOF MOUNTED SOLAR ARRAYS,LAWFUL DEVELOPMENT CERTIFICATE FOR PROPOSED ERECTION OF ROOF MOUNTED SOLAR ARRAYS,Outline,,,Small,Undecided,,2025-10-03,None,2025-10-10T08:23:01.7223,St Woolos Hospital 131 Stow Hill Newport NP20 4SZ,NP20 4SZ,,,https://www.planit.org.uk/planapplic/Newport/25/0835/,Pending,
Lichfield/25/01225/PNPV,Lichfield,Prior Notification: Installation of 256 no. DMEGC 500W solar panels to roof,Prior Notification: Installation of 256 no. DMEGC 500W solar panels to roof,Outline,,,Small,Undecided,,2025-10-03,None,2025-10-14T08:10:20.586041,Unit B100 Lancaster Road Fradley Lichfield Staffordshire WS13 8RY,WS13 8RY,,,https://www.planit.org.uk/planapplic/Lichfield/25/01225/PNPV/,Pending,
NorthKesteven/25/1233/PNMAT,North Kesteven,Application for a non material amendment (widening of lean-to single storey area by approx. 1.2m to north and 1m to south) following gran...,"Application for a non material amendment (widening of lean-to single storey area by approx. 1.2m to north and 1m to south) following grant of planning permission 23/1418/FUL - Proposed extensions and alterations to existing country store, to provide additional retail area and cover to freezer units at ground floor, cafe and offices at first floor along with alterations/improvements to existing accesses, additional customer parking, perimeter security fencing, siting of portacabin, extension to existing store/workshop building, installation of solar panels and cladding to existing store walls and roof.",Amendment,,,Small,Undecided,,2025-10-03,None,2025-10-10T08:24:44.855332,Tfm Country Store Thorpe Road Whisby Lincoln Lincolnshire LN6 9BT,LN6 9BT,,,https://www.planit.org.uk/planapplic/NorthKesteven/25/1233/PNMAT/,Pending,
Waverley/WA/2025/01963,Waverley,Installation of solar panels on roof of existing detached car port.,Installation of solar panels on roof of existing detached car port.,Full,,,Small,Undecided,PENDING,2025-10-03,None,2025-10-14T08:38:05.173194,"29 East Garden, Petworth Road, Haslemere, Surrey, GU27 2JB",GU27 2JB,,,https://www.planit.org.uk/planapplic/Waverley/WA/2025/01963/,Pending,29.0
Craven/ZA25/27374/HH,Craven,Householder permission for solar panels,Householder permission for solar panels,Full,,,Small,Undecided,,2025-10-03,None,2025-10-14T07:52:37.485922,Windyridge Church Road Thornton In Craven Skipton BD23 3TU,BD23 3TU,,,https://www.planit.org.uk/planapplic/Craven/ZA25/27374/HH/,Pending,2.0
EastRiding/25/02834/PLF,East Riding,"Erection of portico and extension to side, alterations to doors and windows, remodelling of archways including brick infill of one and in...","Erection of portico and extension to side, alterations to doors and windows, remodelling of archways including brick infill of one and installation of a ground mounted solar array and oil tank",Full,,,Small,Undecided,,2025-10-03,None,2025-10-11T09:47:09.496873,Garrowby Hall Garrowby Street Bishop Wilton East Riding Of Yorkshire YO41 1QD,YO41 1QD,,,https://www.planit.org.uk/planapplic/EastRiding/25/02834/PLF/,Pending,
EastLindsey/03386/25/ESR,East Lindsey,Environmental Impact Assessment (E.E.C. Directive 85/337/E.E.C. as amended by Council Directive 97/11E.C.) for a screening opinion with r...,"Environmental Impact Assessment (E.E.C. Directive 85/337/E.E.C. as amended by Council Directive 97/11E.C.) for a screening opinion with respect to the erection of a dwelling with a detached triple garage and store, construction of a vehicular access, excavation of land to form an attenuation pond and installation of solar panels on an existing adjoining storage building.",Outline,,,Medium,Undecided,,2025-10-03,None,2025-10-14T07:56:26.182305,Infinity Pinfold Lane Little Cawthorpe Lincolnshire LN11 8FB,LN11 8FB,,,https://www.planit.org.uk/planapplic/EastLindsey/03386/25/ESR/,Pending,1.0
Wiltshire/PL/2025/07956,Wiltshire,The installation of a permanent grid connection hub and associated infrastructure in connection to the previously consented Five Lanes So...,The installation of a permanent grid connection hub and associated infrastructure in connection to the previously consented Five Lanes Solar Project (Ref: 20/08618/FUL),Full,,,Small,Undecided,,2025-10-03,None,2025-10-11T14:11:38.779058,"Land at Flistridge Farm, Upper Minety, Malmesbury, SN16 9PY",SN16 9PY,,,https://www.planit.org.uk/planapplic/Wiltshire/PL/2025/07956/,Pending,
Dacorum/25/02471/LBC,Dacorum,"Installation of roof-mounted solar panels, an external air source heat pump & battery storage to the Church Hall","Installation of roof-mounted solar panels, an external air source heat pump & battery storage to the Church Hall",Heritage,,,Small,Undecided,,2025-10-03,None,2025-10-14T07:53:16.304159,St Marys Hall High Street Hemel Hempstead Hertfordshire HP1 3AF,HP1 3AF,,,https://www.planit.org.uk/planapplic/Dacorum/25/02471/LBC/,Pending,5.0
SouthOxfordshire/P25/S3147/DIS,South Oxfordshire,Discharge of condition 5 (Ecology - Great Crested Newt Method Statement) on application ref. P24/S1748/FUL (Construction of single storey...,Discharge of condition 5 (Ecology - Great Crested Newt Method Statement) on application ref. P24/S1748/FUL (Construction of single storey building for testing and research activities in connection with electric vehicles and battery technology. Temporary planning permission for a period of five years).,Conditions,,,Small,Permitted,No decision Issued,2025-10-03,None,2025-10-14T08:28:03.759831,Technology Centre Bozedown Drive Whitchurch Hill RG8 7QR,RG8 7QR,,,https://www.planit.org.uk/planapplic/SouthOxfordshire/P25/S3147/DIS/,Pending,
WestSomerset/3/01/25/009,West Somerset,Variation of Condition No. 01 (approved plans) of application 3/01/21/005 for internal layout changes with windows and doors adjusted to ...,"Variation of Condition No. 01 (approved plans) of application 3/01/21/005 for internal layout changes with windows and doors adjusted to suit, removal of utility porch, entrance porch changed to portico matching quions and cast window cills, addition of an air source heat pump, addition of solar photovoltaic array and addition of internal staircase into roofspace of garage for storage",Conditions,,,Small,Undecided,,2025-10-03,None,2025-10-14T08:39:31.732503,"Chilcombe House, 30 Trendle Lane, Bicknoller, TA4 4EG",TA4 4EG,,,https://www.planit.org.uk/planapplic/WestSomerset/3/01/25/009/,Pending,
Walsall/25/1165,Walsall,Prior approval for the installation of solar panel canopy in playground of Walsall Academy.,Prior approval for the installation of solar panel canopy in playground of Walsall Academy.,Outline,,,Small,None,,2025-10-03,None,2025-10-14T08:36:08.731578,"WALSALL ACADEMY, LICHFIELD ROAD, BLOXWICH, WALSALL, WS3 3LX",WS3 3LX,,,https://www.planit.org.uk/planapplic/Walsall/25/1165/,Pending,
Cheltenham/25/01602/PRIOR,Cheltenham,Installation of roof mounted Solar PV at All Saints Academy with a maximum kWp of 179.14. All Solar PV Installations will be installed wi...,Installation of roof mounted Solar PV at All Saints Academy with a maximum kWp of 179.14. All Solar PV Installations will be installed within permitted development rights.,Outline,,,Small,None,,2025-10-03,None,2025-10-14T07:47:13.586967,All Saints Academy Blaisdon Way Cheltenham Gloucestershire GL51 0WH,GL51 0WH,,,https://www.planit.org.uk/planapplic/Cheltenham/25/01602/PRIOR/,Pending,3.0
EastDevon/25/0011/EIA,East Devon,Screening opinion for a proposed ground mounted solar farm and associated infrastructure with permission being required for 40 years,Screening opinion for a proposed ground mounted solar farm and associated infrastructure with permission being required for 40 years,Outline,,,Medium,Undecided,,2025-10-03,None,2025-10-14T07:55:55.663275,Land West Of Escot Park Estate Talaton,None,,,https://www.planit.org.uk/planapplic/EastDevon/25/0011/EIA/,Pending,114.0
Wolverhampton/25/01127/PAOTH,Wolverhampton,Installation of roof-mounted solar panels onto the flat and pitched roof of the MX building.,Installation of roof-mounted solar panels onto the flat and pitched roof of the MX building.,Outline,,,Small,Undecided,,2025-10-03,None,2025-10-10T08:54:37.582627,MX Block University Of Wolverhampton Camp Street Wolverhampton West Midlands WV1 1AD,WV1 1AD,,,https://www.planit.org.uk/planapplic/Wolverhampton/25/01127/PAOTH/,Pending,3.0
Manchester/144165/P14J/2025,Manchester,Prior Approval for the installation of a 103.48 kWp solar photovoltaic installation consisting of 199 x 530W PV Modules.,Prior Approval for the installation of a 103.48 kWp solar photovoltaic installation consisting of 199 x 530W PV Modules.,Outline,,,Small,Undecided,,2025-10-02,None,2025-10-10T08:13:56.837908,Rushbrook Primary Academy 101 Shillingford Road Manchester M18 7TN,M18 7TN,,,https://www.planit.org.uk/planapplic/Manchester/144165/P14J/2025/,Pending,5.0
Dacorum/25/02451/FHA,Dacorum,"Demolition of conservatory. Double storey rear extension to house, single storey rear extension to garage & replacement pitched garage ro...","Demolition of conservatory. Double storey rear extension to house, single storey rear extension to garage & replacement pitched garage roof, installation of solar panels and air source heat pump & internal alterations",Full,,,Small,Undecided,,2025-10-02,None,2025-10-13T07:53:53.149171,The Orchard Church Lane Bovingdon Hemel Hempstead Hertfordshire HP3 0HS,HP3 0HS,,,https://www.planit.org.uk/planapplic/Dacorum/25/02451/FHA/,Pending,499.0
Wiltshire/PL/2025/07952,Wiltshire,The installation of two ground mounted solar PV arrays in the field south of the existing care home.,The installation of two ground mounted solar PV arrays in the field south of the existing care home.,Full,,,Small,Undecided,,2025-10-02,None,2025-10-11T14:11:38.781446,"Somerhill House, Little Somerford, Chippenham, SN15 5BH",SN15 5BH,,,https://www.planit.org.uk/planapplic/Wiltshire/PL/2025/07952/,Pending,
Brent/25/2793,Brent,"Certificate of lawfulness for proposed alteration to existing fenestration including windows, entrance door and garage door, alteration o...","Certificate of lawfulness for proposed alteration to existing fenestration including windows, entrance door and garage door, alteration of stairs leading to rear garden, replacement of the rear decked terrace with a concrete slab and glass balustrade, installation of photovoltaic panels to front and side facing roofs, and hard landscaping to front and rear garden in dwellinghouse.",Outline,,,Small,Undecided,,2025-10-02,None,2025-10-14T07:37:32.980261,"39 Sudbury Court Road, Harrow, HA1 3SD",HA1 3SD,,,https://www.planit.org.uk/planapplic/Brent/25/2793/,Pending,1.0
SouthNorfolkBroadland/2025/3099,South Norfolk Broadland,Provision of disabled access and parking. Additional parking spaces at front of building. New accessible entrance. Removal of PVCU infill...,Provision of disabled access and parking. Additional parking spaces at front of building. New accessible entrance. Removal of PVCU infill over entrance. Provision of cycle parking. External solar protection blinds on front elevation.,Full,,,Small,Undecided,,2025-10-02,None,2025-10-14T08:27:48.941045,Stanton House 29 Yarmouth Road Thorpe St Andrew Norfolk NR7 0EE,NR7 0EE,,,https://www.planit.org.uk/planapplic/SouthNorfolkBroadland/2025/3099/,Pending,
Moray/25/01255/APP,Moray,Solar panels added to football canopy stand,Solar panels added to football canopy stand,Full,,,Small,Undecided,,2025-10-02,None,2025-10-14T08:13:47.655008,Lossiemouth Football Club Grant Park Kellas Avenue Lossiemouth Moray IV31 6JG,IV31 6JG,,,https://www.planit.org.uk/planapplic/Moray/25/01255/APP/,Pending,
Trafford/117429/PRJ/25,Trafford,Application for installation of a 96 roof mounted solar panel array to provide 49.92KwH power generation for determination as to whether ...,Application for installation of a 96 roof mounted solar panel array to provide 49.92KwH power generation for determination as to whether prior approval is required under Schedule 2 Part 14 Class J of the Town and Country Planning (General Permitted Development) Order 2015,Outline,,,Small,Undecided,,2025-10-02,None,2025-10-14T08:35:24.329824,Elmridge Primary School Wilton Drive Hale Barns Altrincham WA15 0JF,WA15 0JF,,,https://www.planit.org.uk/planapplic/Trafford/117429/PRJ/25/,Pending,5.0
Trafford/117419/PRJ/25,Trafford,Application for installation of a 142 roof mounted solar panel array to provide 66.6KwH power generation (determination as to whether pri...,Application for installation of a 142 roof mounted solar panel array to provide 66.6KwH power generation (determination as to whether prior approval is required under Schedule 2 Part 14 Class J of the Town and Country Planning (General Permitted Development) Order 2015),Outline,,,Small,Undecided,,2025-10-02,None,2025-10-14T08:35:24.333774,Acre Hall Primary School Irlam Road Flixton Manchester M41 6NA,M41 6NA,,,https://www.planit.org.uk/planapplic/Trafford/117419/PRJ/25/,Pending,5.0
TauntonDeane/14/25/0033,Taunton Deane,"Installation of underground electricity cable to connect solar farm to overhead lines on land at Ham Farm, White Street, Creech St Michael","Installation of underground electricity cable to connect solar farm to overhead lines on land at Ham Farm, White Street, Creech St Michael",Full,,,Small,Undecided,,2025-10-02,None,2025-10-14T08:32:36.810048,"Ham Farm, White Street, Creech St Michael",None,,,https://www.planit.org.uk/planapplic/TauntonDeane/14/25/0033/,Pending,3.0
SouthCambs/25/03828/S73,South Cambridgeshire,S73 to vary conditions 2 (Approved plans) and 3 (External Materials) of planning permission S/3622/16/FL (Demolition of existing bungalow...,"S73 to vary conditions 2 (Approved plans) and 3 (External Materials) of planning permission S/3622/16/FL (Demolition of existing bungalow and construction of 2no. two storey detached houses) for the conversion of the loft space, insertion of an additional window in the north-facing gable wall, addition of rooflights to both the east and west roof slopes, installation of a solar array on the west-facing roof slope, addition of an open porch over the front door and a canopy over the rear door, to change the colour of the windows and external doors to Heritage Green, set against black-painted cladding, to use of timber-painted windows in Heritage Green, replacing the black windows indicated on the approved drawings, to remove the previously approved vertical glazing bars, addition of Velux-style rooflights to both the front and rear roof slopes, together with a solar array on the rear elevation.",Conditions,,,Small,Undecided,,2025-10-02,None,2025-10-14T08:26:01.169189,45 Church Street Haslingfield Cambridgeshire CB23 1JE,CB23 1JE,,,https://www.planit.org.uk/planapplic/SouthCambs/25/03828/S73/,Pending,
